"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.RES:WEO(9.0.0)","COL.GGR_NGDP.A","OBS_VALUE","Colombia","Revenue, General government, Percent of GDP","Annual","Units","21.197","22.574","22.950","22.477","22.892","23.642","24.798","24.622","25.312","25.320","25.869","27.449","27.342","28.471","28.240","27.047","28.240","29.247","28.978","29.517","27.757","27.720","26.825","29.990","29.397","26.588","27.217","27.748","32.199"
"IMF.RES:WEO(9.0.0)","COL.PCPIPCH.A","OBS_VALUE","Colombia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","20.884","20.803","18.476","18.650","10.876","9.218","7.958","6.350","7.120","5.906","5.048","4.303","5.543","7.001","4.193","2.268","3.415","3.174","2.022","2.905","4.991","7.507","4.312","3.242","3.521","2.527","3.504","10.184","11.729"
"IMF.RES:WEO(9.0.0)","COL.GGXWDG_NGDP.A","OBS_VALUE","Colombia","Gross debt, General government, Percent of GDP","Annual","Units","","23.286","25.263","27.453","33.982","37.988","41.095","47.545","45.040","41.482","38.532","35.969","32.663","32.382","35.387","36.497","35.783","33.967","37.592","43.319","50.375","49.904","49.449","51.761","50.972","65.274","64.417","61.300","55.457"
"IMF.RES:WEO(9.0.0)","BOL.GGX_NGDP.A","OBS_VALUE","Bolivia","Expenditure, General government, Percent of GDP","Annual","Units","25.781","26.048","28.280","29.973","29.364","29.314","31.955","33.293","31.990","32.345","33.183","29.834","32.653","35.333","33.204","31.500","35.356","36.038","35.440","41.247","44.514","39.995","38.640","37.716","36.146","36.776","34.767","36.001","38.696"
"IMF.RES:WEO(9.0.0)","BRA.LUR.A","OBS_VALUE","Brazil","Unemployment rate","Annual","Units","7.090","8.030","9.000","10.150","11.130","10.530","10.650","10.640","11.170","10.070","10.550","9.690","9.280","8.270","9.420","8.034","7.580","6.900","7.175","6.875","8.625","11.600","12.850","12.375","11.975","13.775","13.225","9.250","7.975"
"IMF.RES:WEO(9.0.0)","BOL.GGXCNL_NGDP.A","OBS_VALUE","Bolivia","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-1.817","-1.900","-3.281","-5.100","-3.837","-3.728","-6.820","-8.788","-7.875","-5.543","-2.245","4.470","-1.540","3.528","2.630","1.624","0.831","1.715","0.595","-3.410","-6.935","-7.243","-7.855","-8.172","-7.249","-12.722","-9.329","-7.122","-10.945"
"IMF.RES:WEO(9.0.0)","BOL.LUR.A","OBS_VALUE","Bolivia","Unemployment rate","Annual","Units","","","","","","7.462","8.498","8.690","8.708","8.427","8.146","7.992","7.668","4.430","4.913","4.375","3.837","3.229","4.000","4.000","4.557","4.686","5.085","4.913","5.012","8.336","6.937","4.741","4.900"
"IMF.RES:WEO(9.0.0)","BRA.GGR_NGDP.A","OBS_VALUE","Brazil","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","36.334","40.346","35.887","36.726","38.507","37.694","37.692","37.523","36.306","35.962","36.626","36.958","36.358","35.151","36.909","37.512","36.328","37.191","38.184","34.542","37.740","39.481","37.597"
"IMF.RES:WEO(9.0.0)","ARG.BCA_NGDPD.A","OBS_VALUE","Argentina","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.769","-2.352","-3.753","-4.380","-3.815","-2.878","-1.316","7.666","5.597","1.798","2.473","2.791","2.101","1.491","2.167","-0.382","-1.012","-0.369","-2.147","-1.629","-2.743","-2.713","-4.838","-5.164","-0.781","0.698","1.363","-0.626","-3.198"
"IMF.RES:WEO(9.0.0)","BRA.BCA_NGDPD.A","OBS_VALUE","Brazil","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.427","-2.801","-3.636","-4.049","-4.467","-4.048","-4.445","-1.845","0.393","1.339","1.310","0.973","-0.197","-2.099","-1.757","-3.926","-3.197","-3.761","-3.576","-4.499","-3.523","-1.699","-1.224","-2.808","-3.470","-1.688","-2.419","-2.160","-1.275"
"IMF.RES:WEO(9.0.0)","ARG.GGXCNL_NGDP.A","OBS_VALUE","Argentina","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.075","-2.811","-1.838","-1.827","-3.705","-3.417","-5.364","-1.910","1.500","3.967","3.341","1.650","0.757","0.352","-1.830","-1.393","-2.746","-3.018","-3.254","-4.252","-6.001","-6.655","-6.693","-5.441","-4.445","-8.674","-4.333","-3.836","-5.330"
"IMF.RES:WEO(9.0.0)","BRA.NID_NGDP.A","OBS_VALUE","Brazil","Gross capital formation, Percent of GDP","Annual","Units","17.292","17.267","17.764","18.165","17.390","18.903","18.742","17.449","16.857","17.913","17.205","17.816","19.819","21.619","18.796","21.801","21.826","21.417","21.694","20.548","17.412","14.970","14.626","15.095","15.517","16.116","19.522","18.088","15.761"
"IMF.RES:WEO(9.0.0)","ARG.NGSD_NGDP.A","OBS_VALUE","Argentina","Gross national savings, Percent of GDP","Annual","Units","17.662","15.051","14.662","14.170","11.742","12.459","12.325","17.631","18.474","19.350","21.362","21.472","22.200","21.064","18.221","17.323","17.387","16.133","15.159","15.634","14.328","14.950","13.374","11.449","13.460","15.113","19.439","17.281","15.898"
"IMF.RES:WEO(9.0.0)","BRA.GGXCNL_NGDP.A","OBS_VALUE","Brazil","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","-3.468","-4.149","-5.401","-2.955","-3.364","-4.868","-2.660","-2.393","-4.230","-3.554","-2.741","-2.351","-3.422","-6.275","-9.281","-7.991","-7.970","-6.990","-4.859","-11.637","-2.631","-3.965","-7.712"
"IMF.RES:WEO(9.0.0)","BRA.NGSD_NGDP.A","OBS_VALUE","Brazil","Gross national savings, Percent of GDP","Annual","Units","14.865","14.466","14.128","14.116","12.923","14.855","14.297","15.604","17.250","19.251","18.515","18.789","19.622","19.520","17.039","17.875","18.629","17.656","18.118","16.050","13.889","13.270","13.401","12.288","12.047","14.428","17.103","15.928","14.486"
"IMF.RES:WEO(9.0.0)","BRA.NGDP_RPCH.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.417","2.209","3.395","0.338","0.468","4.388","1.390","3.053","1.141","5.760","3.202","3.962","6.070","5.094","-0.126","7.528","3.974","1.921","3.005","0.504","-3.546","-3.276","1.323","1.784","1.221","-3.277","4.763","3.017","3.242"
"IMF.RES:WEO(9.0.0)","ARG.NGDP_RPCH.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-2.845","5.527","8.111","3.850","-3.385","-0.789","-4.409","-10.894","8.955","8.911","8.852","8.047","9.008","4.057","-5.919","10.125","6.004","-1.026","2.405","-2.513","2.731","-2.080","2.819","-2.617","-2.001","-9.900","10.442","6.021","-1.856"
"IMF.RES:WEO(9.0.0)","ARG.NID_NGDP.A","OBS_VALUE","Argentina","Gross capital formation, Percent of GDP","Annual","Units","16.399","17.403","18.415","18.551","15.557","15.337","13.640","9.965","12.877","17.551","18.888","18.681","20.099","19.573","16.053","17.706","18.398","16.502","17.306","17.263","17.071","17.663","18.213","16.614","14.242","14.415","18.076","17.906","19.096"
"IMF.RES:WEO(9.0.0)","BOL.NGSD_NGDP.A","OBS_VALUE","Bolivia","Gross national savings, Percent of GDP","Annual","Units","10.238","11.726","12.646","12.822","10.659","11.018","11.253","12.319","14.590","17.045","19.877","26.560","28.593","28.952","22.878","24.969","25.579","25.724","23.906","20.801","14.216","15.407","16.052","16.123","14.189","12.470","13.846","13.940","12.093"
"IMF.RES:WEO(9.0.0)","BOL.NGDP_RPCH.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.678","4.361","4.954","5.029","0.427","2.508","1.684","2.486","2.711","4.173","4.421","4.797","4.564","6.148","3.357","4.127","5.204","5.122","6.796","5.461","4.857","4.264","4.195","4.224","2.217","-8.738","6.111","3.606","3.082"
"IMF.RES:WEO(9.0.0)","BOL.GGR_NGDP.A","OBS_VALUE","Bolivia","Revenue, General government, Percent of GDP","Annual","Units","23.964","24.148","24.999","24.873","25.528","25.586","25.135","24.505","24.114","26.801","30.938","34.304","31.113","38.860","35.834","33.123","36.187","37.754","36.035","37.837","37.579","32.752","30.785","29.544","28.897","24.054","25.438","28.879","27.751"
"IMF.RES:WEO(9.0.0)","ARG.PCPIPCH.A","OBS_VALUE","Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","","","","0.925","-1.167","-0.939","-1.065","25.869","13.443","4.416","9.642","10.898","8.830","8.585","6.270","10.461","9.775","10.043","10.619","","","","25.675","34.277","53.548","42.015","48.409","72.431","133.489"
"IMF.RES:WEO(9.0.0)","ARG.TM_RPCH.A","OBS_VALUE","Argentina","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","-11.484","19.483","29.985","9.894","-15.929","-2.322","-16.587","-53.558","48.953","51.050","18.243","12.871","22.147","14.525","-23.812","39.539","21.710","-5.815","3.576","-10.942","2.717","3.498","14.368","-6.112","-20.978","-10.381","29.609","12.475","5.893"
"IMF.RES:WEO(9.0.0)","BOL.NID_NGDP.A","OBS_VALUE","Bolivia","Gross capital formation, Percent of GDP","Annual","Units","15.244","16.237","19.632","23.607","18.772","18.143","14.268","16.295","13.232","11.022","14.254","13.865","15.187","17.553","16.971","17.007","20.718","17.673","19.018","21.034","20.281","21.057","22.220","20.596","19.875","15.778","16.791","16.617","17.617"
"IMF.RES:WEO(9.0.0)","BOL.GGXWDG_NGDP.A","OBS_VALUE","Bolivia","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","74.318","82.977","86.687","95.645","89.810","82.158","54.375","40.032","36.785","39.209","37.637","35.327","35.394","36.097","37.603","40.905","46.490","51.260","53.076","58.626","77.971","81.409","80.100","90.777"
"IMF.RES:WEO(9.0.0)","ARG.GGXWDG_NGDP.A","OBS_VALUE","Argentina","Gross debt, General government, Percent of GDP","Annual","Units","30.749","32.551","31.676","34.147","38.917","40.833","48.007","147.203","125.162","117.878","80.282","70.793","62.133","53.814","55.397","43.454","38.935","40.436","43.496","44.697","52.563","53.060","57.028","85.246","89.840","103.816","81.043","84.303","154.601"
"IMF.RES:WEO(9.0.0)","BRA.GGXWDG_NGDP.A","OBS_VALUE","Brazil","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","62.198","67.331","76.095","71.514","68.025","66.969","64.599","63.025","61.420","64.702","62.433","60.634","61.614","59.595","61.617","71.730","77.422","82.745","84.777","87.118","96.007","88.934","83.939","84.001"
"IMF.RES:WEO(9.0.0)","BRA.GGX_NGDP.A","OBS_VALUE","Brazil","Expenditure, General government, Percent of GDP","Annual","Units","","","","","","","39.802","44.495","41.288","39.681","41.870","42.563","40.352","39.916","40.537","39.516","39.367","39.310","39.780","41.426","46.191","45.503","44.297","44.181","43.043","46.178","40.371","43.445","45.309"
"IMF.RES:WEO(9.0.0)","ARG.LUR.A","OBS_VALUE","Argentina","Unemployment rate","Annual","Units","18.904","18.760","16.808","14.789","16.061","17.134","19.209","22.450","17.250","13.625","11.575","10.175","8.475","7.875","8.675","7.750","7.150","7.200","7.075","7.250","6.533","8.467","8.350","9.200","9.825","11.550","8.750","6.825","6.125"
"IMF.RES:WEO(9.0.0)","ECU.TM_RPCH.A","OBS_VALUE","Ecuador","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","7.949","-12.597","20.513","6.532","-31.595","12.822","25.722","19.015","-4.060","10.877","12.793","7.061","6.238","13.109","-7.230","12.523","2.657","0.217","8.090","4.458","-5.057","-9.945","15.552","4.232","0.524","-17.883","19.868","9.239","2.653"
"IMF.RES:WEO(9.0.0)","DOM.LUR.A","OBS_VALUE","Dominican Republic","Unemployment rate","Annual","Units","7.287","7.537","7.187","7.387","6.287","8.050","9.083","8.479","8.674","7.879","8.237","7.075","6.452","5.959","6.835","6.520","7.613","8.407","9.196","8.538","7.328","7.080","5.509","5.656","6.167","5.829","7.384","5.293","5.305"
"IMF.RES:WEO(9.0.0)","SLV.GGXCNL_NGDP.A","OBS_VALUE","El Salvador","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.177","-2.702","-1.972","-2.940","-3.082","-3.446","-4.945","-5.504","-4.230","-2.760","-3.473","-3.416","-2.324","-3.800","-6.646","-4.966","-4.470","-3.808","-4.457","-4.017","-3.632","-3.104","-2.528","-2.706","-3.070","-8.179","-5.530","-2.684","-4.686"
"IMF.RES:WEO(9.0.0)","BRA.TX_RPCH.A","OBS_VALUE","Brazil","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","10.063","2.564","13.315","5.936","7.284","12.920","8.702","8.471","14.237","16.029","10.304","3.758","6.156","-1.738","-8.625","7.173","2.361","1.011","2.877","-0.362","8.887","4.214","4.785","3.416","-1.676","-1.338","2.275","6.113","9.444"
"IMF.RES:WEO(9.0.0)","CRI.NGSD_NGDP.A","OBS_VALUE","Costa Rica","Gross national savings, Percent of GDP","Annual","Units","16.319","15.394","16.413","19.078","16.215","16.128","16.897","14.700","13.757","15.304","14.674","16.953","17.712","16.233","16.630","16.610","14.751","14.749","14.819","14.507","15.450","16.752","14.448","15.378","14.874","15.118","15.406","14.416","13.824"
"IMF.RES:WEO(9.0.0)","COL.GGX_NGDP.A","OBS_VALUE","Colombia","Expenditure, General government, Percent of GDP","Annual","Units","22.196","25.069","26.176","26.341","28.259","26.579","27.507","28.074","28.014","26.631","25.889","28.441","28.162","28.429","30.914","30.350","30.233","29.093","29.998","31.261","31.277","29.994","29.321","34.658","32.879","33.713","34.474","34.085","35.123"
"IMF.RES:WEO(9.0.0)","CHL.LUR.A","OBS_VALUE","Chile","Unemployment rate","Annual","Units","7.375","6.500","6.108","6.217","10.008","9.708","9.867","9.800","9.533","10.017","9.300","7.950","7.008","7.750","11.053","8.305","7.300","6.595","6.082","6.495","6.328","6.685","6.965","7.377","7.223","10.770","8.862","7.878","8.681"
"IMF.RES:WEO(9.0.0)","CHL.PCPIPCH.A","OBS_VALUE","Chile","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","8.233","7.359","6.134","5.110","3.337","3.843","3.569","2.489","2.810","1.055","3.052","3.392","4.408","8.716","1.484","1.410","3.341","3.006","1.794","4.715","4.349","3.787","2.182","2.319","2.254","3.045","4.525","11.644","7.582"
"IMF.RES:WEO(9.0.0)","CRI.NGDP_RPCH.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.154","1.350","5.476","7.155","4.215","3.869","3.491","3.417","4.317","4.425","3.977","7.327","8.215","4.738","-0.873","5.360","4.403","4.883","2.495","3.542","3.652","4.204","4.158","2.616","2.418","-4.273","7.936","4.551","5.112"
"IMF.RES:WEO(9.0.0)","COL.NGSD_NGDP.A","OBS_VALUE","Colombia","Gross national savings, Percent of GDP","Annual","Units","19.563","16.328","14.594","13.910","12.830","15.847","15.067","16.019","17.790","18.888","20.318","21.091","20.473","21.041","20.080","18.893","20.089","18.965","18.946","18.805","17.401","18.715","18.417","16.993","16.797","15.700","13.282","13.754","14.178"
"IMF.RES:WEO(9.0.0)","CRI.GGXWDG_NGDP.A","OBS_VALUE","Costa Rica","Gross debt, General government, Percent of GDP","Annual","Units","","33.685","30.559","40.691","38.984","38.850","39.644","41.438","40.566","41.002","37.321","33.037","26.975","24.007","26.026","28.090","29.513","33.741","35.076","37.436","39.786","44.056","47.064","51.839","56.431","66.912","67.628","62.985","61.119"
"IMF.RES:WEO(9.0.0)","CRI.NID_NGDP.A","OBS_VALUE","Costa Rica","Gross capital formation, Percent of GDP","Annual","Units","19.542","17.750","20.054","22.662","21.080","20.687","20.115","19.886","18.965","18.930","18.964","21.086","23.287","24.611","18.453","19.834","20.048","19.854","19.590","19.223","18.854","18.889","18.065","18.370","16.064","16.163","18.582","17.697","15.257"
"IMF.RES:WEO(9.0.0)","CRI.GGR_NGDP.A","OBS_VALUE","Costa Rica","Revenue, General government, Percent of GDP","Annual","Units","12.718","12.965","12.866","13.062","13.831","13.186","13.810","13.558","14.135","13.591","13.797","14.108","15.154","15.362","13.408","13.086","13.270","13.128","13.273","12.946","13.237","13.662","13.278","13.235","15.002","13.912","15.687","16.383","15.262"
"IMF.RES:WEO(9.0.0)","COL.NID_NGDP.A","OBS_VALUE","Colombia","Gross capital formation, Percent of GDP","Annual","Units","28.914","25.320","23.877","22.489","14.867","15.821","17.040","18.345","19.866","20.672","21.656","22.939","23.455","23.721","21.987","21.889","22.996","22.105","22.183","24.003","23.774","23.167","21.599","21.195","21.381","19.128","18.917","19.787","16.440"
"IMF.RES:WEO(9.0.0)","CHL.NID_NGDP.A","OBS_VALUE","Chile","Gross capital formation, Percent of GDP","Annual","Units","29.641","29.881","29.859","28.619","22.550","23.751","24.091","24.108","23.399","21.243","23.268","22.186","22.348","28.897","22.920","24.775","26.646","28.791","27.497","25.158","25.599","23.709","22.637","24.203","24.939","21.058","24.106","25.798","23.362"
"IMF.RES:WEO(9.0.0)","CHL.GGXWDG_NGDP.A","OBS_VALUE","Chile","Gross debt, General government, Percent of GDP","Annual","Units","17.250","14.584","12.780","12.115","13.277","13.146","14.348","15.045","12.573","10.314","7.040","5.022","3.901","4.916","5.845","8.607","11.127","11.939","12.784","15.020","17.375","21.101","23.652","25.798","28.330","32.380","36.448","37.907","39.415"
"IMF.RES:WEO(9.0.0)","CHL.TM_RPCH.A","OBS_VALUE","Chile","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","25.158","11.867","14.588","6.877","-9.894","10.569","4.997","1.838","7.873","19.506","18.370","12.536","13.754","10.858","-17.701","25.243","15.839","3.816","1.772","-6.510","-1.162","1.317","5.159","8.282","-1.932","-12.624","31.645","1.900","-10.575"
"IMF.RES:WEO(9.0.0)","CRI.BCA_NGDPD.A","OBS_VALUE","Costa Rica","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.222","-2.357","-3.642","-3.584","-4.865","-4.559","-3.218","-5.186","-5.208","-3.626","-4.290","-4.132","-5.575","-8.378","-1.823","-3.224","-5.297","-5.105","-4.772","-4.716","-3.404","-2.137","-3.617","-2.991","-1.190","-1.045","-3.176","-3.282","-1.432"
